InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;customerID;Churn
DSL;No;No;No;Yes;No;No;4776-XSKYQ;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;4778-IZARL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4779-ZGICK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4781-ZXYGU;No
DSL;Yes;Yes;Yes;Yes;No;Yes;4782-OSFXZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4785-FCIFB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4785-NKHCX;No
DSL;No;Yes;Yes;Yes;Yes;Yes;4785-QRJHC;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4786-UKSNZ;Yes
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;4789-KWMXN;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;4791-QRGMF;Yes
Fiber optic;No;Yes;No;No;No;No;4795-KTRTH;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4795-UXVCJ;No
DSL;Yes;Yes;No;No;Yes;No;4795-WRNVT;No
DSL;Yes;Yes;No;Yes;No;No;4797-AXPXK;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4797-MIWUM;No
Fiber optic;Yes;Yes;No;No;Yes;Yes;4800-CZMPC;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4800-VHZKI;Yes
DSL;Yes;No;No;No;No;No;4801-JZAZL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4801-KFYKL;No
Fiber optic;No;No;No;Yes;Yes;Yes;4803-AXVYP;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4803-LBYPN;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4804-NCPET;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;4806-DXQCE;No
Fiber optic;No;No;No;No;No;No;4806-HIPDW;Yes
Fiber optic;No;No;No;No;No;Yes;4806-KEXQR;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4807-IZYOZ;No
DSL;Yes;No;No;No;Yes;No;4808-YNLEU;No
Fiber optic;No;No;No;Yes;No;Yes;4811-JBUVU;No
Fiber optic;No;No;No;Yes;No;Yes;4813-HQMGZ;No
DSL;No;No;No;No;No;No;4815-GBTCD;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4815-TUMEQ;No
Fiber optic;Yes;Yes;Yes;Yes;No;Yes;4815-YOSUK;No
DSL;No;No;No;No;No;No;4816-JBHOV;Yes
Fiber optic;No;Yes;No;No;No;No;4816-LXZYW;Yes
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;4816-OKWNX;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4817-KEQSP;No
Fiber optic;No;Yes;No;No;No;No;4817-QRJSX;Yes
Fiber optic;No;Yes;No;No;Yes;Yes;4817-VYYWS;Yes
Fiber optic;No;Yes;No;No;No;No;4818-DRBQT;Yes
Fiber optic;Yes;No;No;No;No;No;4818-QIUFN;Yes
DSL;No;No;No;No;No;No;4819-HJPIW;No
Fiber optic;Yes;No;No;No;Yes;No;4821-SJHJV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4821-WQOYN;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;4822-LPTYJ;No
Fiber optic;No;Yes;Yes;No;No;No;4822-NGOCH;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;4822-RVYBB;Yes
Fiber optic;No;No;No;No;No;Yes;4822-YCXMX;Yes
Fiber optic;Yes;Yes;No;No;No;No;4824-GUCBY;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4825-FUREZ;No
DSL;Yes;Yes;Yes;Yes;No;No;4825-XJGDM;No
DSL;No;No;No;Yes;Yes;Yes;4826-DXMUP;No
Fiber optic;No;Yes;No;No;No;No;4826-TZEVA;No
Fiber optic;No;No;No;No;Yes;No;4826-XTSOH;Yes
DSL;Yes;No;Yes;Yes;Yes;Yes;4827-DPADN;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;4827-LTQRJ;No
DSL;No;Yes;No;No;No;No;4827-USJHP;No
Fiber optic;No;Yes;No;No;No;No;4828-FAZPK;No
Fiber optic;No;No;No;No;Yes;Yes;4829-AUOAX;Yes
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;4829-ZLJTK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4830-FAXFM;No
Fiber optic;Yes;No;No;No;Yes;Yes;4831-EOBFE;Yes
Fiber optic;No;Yes;Yes;No;Yes;Yes;4832-VRBMR;No
Fiber optic;Yes;Yes;No;No;No;No;4833-QTJNO;No
DSL;No;No;No;Yes;No;No;4835-YSJMR;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4836-WNFNO;No
DSL;Yes;No;Yes;Yes;No;No;4837-PZTIC;No
Fiber optic;Yes;Yes;No;Yes;Yes;No;4837-QUSFT;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;4840-ORQXB;No
Fiber optic;No;Yes;No;No;No;Yes;4844-JJWUY;Yes
Fiber optic;No;No;No;No;No;No;4846-WHAFZ;Yes
DSL;No;No;No;No;No;No;4847-QNOKA;Yes
Fiber optic;No;No;No;No;Yes;Yes;4847-TAJYI;No
DSL;Yes;No;Yes;Yes;No;Yes;4849-PYRLQ;No
Fiber optic;No;No;Yes;No;Yes;No;4851-BQDNX;No
Fiber optic;Yes;No;No;No;No;Yes;4853-OITSN;No
Fiber optic;Yes;No;No;Yes;Yes;Yes;4853-RULSV;Yes
Fiber optic;No;No;Yes;No;No;No;4854-CIDCF;No
DSL;Yes;Yes;No;Yes;No;No;4854-SSLTN;No
DSL;No;No;No;No;No;No;4855-SNKMY;Yes
DSL;No;No;Yes;Yes;Yes;Yes;4859-ZSRDZ;No
Fiber optic;Yes;No;No;No;No;No;4860-IJUDE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4860-YZGZM;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;4868-AADLV;No
Fiber optic;No;No;No;No;No;Yes;4869-EPIUS;No
Fiber optic;No;No;No;No;No;No;4871-JTKJF;Yes
DSL;Yes;Yes;Yes;Yes;No;No;4872-JCVCA;No
DSL;Yes;Yes;No;Yes;No;No;4872-VXRIL;No
Fiber optic;No;No;No;No;Yes;Yes;4873-ILOLJ;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4877-EVATK;Yes
DSL;Yes;Yes;No;Yes;No;Yes;4877-TSOFF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4878-BUNFV;No
Fiber optic;No;No;Yes;No;Yes;Yes;4879-GZLFH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4881-GQJTW;No
DSL;No;No;No;No;No;Yes;4881-JVQOD;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4883-KCPZJ;No
Fiber optic;No;No;No;No;No;No;4883-QICIH;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4884-LEVMQ;No
Fiber optic;Yes;No;Yes;Yes;No;Yes;4884-TVUQF;No
Fiber optic;No;Yes;No;No;Yes;No;4884-ZTHVF;No
DSL;Yes;Yes;Yes;Yes;No;No;4890-VMUAV;No
DSL;No;Yes;Yes;Yes;Yes;Yes;4891-NLUBA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4892-VLANZ;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4893-GYUJU;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4895-TMWIR;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4896-CPRPF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4897-QSUYC;Yes
DSL;Yes;Yes;Yes;Yes;Yes;No;4900-MSOMT;No
Fiber optic;No;No;No;Yes;Yes;Yes;4902-OHLSK;Yes
DSL;No;Yes;Yes;No;No;Yes;4903-CNOZC;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4903-UYAVB;Yes
DSL;No;No;Yes;No;Yes;No;4905-JEFDW;Yes
DSL;No;Yes;No;Yes;Yes;No;4906-ZHGPK;No
Fiber optic;No;Yes;Yes;No;No;Yes;4908-XAXAY;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;4909-JOUPP;No
Fiber optic;No;No;Yes;No;No;No;4910-AQFFX;Yes
Fiber optic;No;No;No;No;Yes;Yes;4910-GMJOT;Yes
Fiber optic;No;No;No;No;Yes;No;4911-BANWH;Yes
Fiber optic;No;No;No;No;Yes;No;4912-PIGUY;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;4913-EHYUI;Yes
DSL;Yes;No;Yes;No;Yes;No;4915-BFSXL;No
Fiber optic;No;Yes;Yes;Yes;No;No;4918-FYJNT;No
DSL;No;No;No;No;Yes;No;4918-QLLIW;Yes
Fiber optic;Yes;No;Yes;No;No;No;4919-IKATY;Yes
Fiber optic;No;No;No;No;No;No;4919-MOAVT;Yes
DSL;No;Yes;Yes;No;Yes;Yes;4922-CVPDX;No
DSL;No;Yes;No;Yes;No;Yes;4923-ADWXJ;No
DSL;No;Yes;No;Yes;No;No;4925-LMHOK;Yes
DSL;No;No;No;Yes;No;No;4926-UMJZD;No
Fiber optic;No;No;Yes;No;Yes;No;4927-WWOOZ;No
DSL;No;No;No;No;Yes;No;4929-BSTRX;Yes
DSL;Yes;No;No;No;No;No;4929-ROART;No
Fiber optic;No;No;Yes;No;Yes;Yes;4929-XIHVW;No
DSL;Yes;No;No;No;Yes;Yes;4931-TRZWN;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4933-BSAIP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4933-IKULF;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4936-YPJNK;No
Fiber optic;No;No;Yes;No;Yes;Yes;4937-QPZPO;No
DSL;No;No;Yes;Yes;No;No;4939-KYYPY;No
DSL;Yes;Yes;No;Yes;No;No;4940-KHCWD;No
DSL;Yes;No;No;No;Yes;No;4942-VZZOM;No
DSL;No;No;Yes;No;Yes;No;4945-RVMTE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4946-EDSEW;Yes
Fiber optic;No;Yes;No;No;Yes;Yes;4947-DSMXK;No
Fiber optic;No;No;No;No;No;No;4948-WBBKL;No
DSL;No;No;Yes;No;Yes;Yes;4950-BDEUX;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4950-HKQTE;No
Fiber optic;No;Yes;No;No;No;Yes;4951-UKAAQ;Yes
Fiber optic;No;No;No;No;No;Yes;4952-YSOGZ;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4955-VCWBI;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4957-SREEC;No
DSL;Yes;Yes;Yes;Yes;No;No;4957-TIALW;No
DSL;Yes;No;No;Yes;Yes;No;4957-TREIR;No
DSL;No;No;Yes;No;No;No;4958-GZWIY;Yes
Fiber optic;No;No;Yes;No;Yes;Yes;4958-XCBDQ;Yes
DSL;No;No;No;No;No;No;4959-JOSRX;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4962-CHQPW;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;4967-WPNCF;No
Fiber optic;No;No;No;No;Yes;Yes;4971-PUYQO;Yes
DSL;Yes;Yes;Yes;Yes;Yes;Yes;4973-MGTON;No
DSL;Yes;Yes;Yes;Yes;Yes;No;4973-RLZVI;No
DSL;No;Yes;Yes;No;No;No;4976-LNFVV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4979-HPRFL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4980-URKXC;No
DSL;Yes;Yes;No;Yes;No;No;4981-FLTMF;No
Fiber optic;No;No;No;No;No;No;4983-CCWMC;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;4983-CLMLV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4986-MXSFP;No
DSL;No;No;No;No;No;No;4987-GQWPO;No
Fiber optic;No;No;No;No;No;No;4988-IQIGL;Yes
Fiber optic;No;Yes;Yes;No;No;Yes;4989-LIXVT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;4990-ALDGW;No
DSL;Yes;No;No;No;No;No;4992-LTJNE;No
Fiber optic;No;No;Yes;Yes;No;No;4993-JCRGJ;No
DSL;Yes;Yes;Yes;Yes;No;Yes;4994-OBRSZ;No
Fiber optic;No;No;Yes;No;Yes;Yes;4998-IKFSE;No
DSL;No;No;No;Yes;No;No;4999-IEZLT;No
Fiber optic;Yes;Yes;No;No;Yes;No;5002-GCQFH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5003-OKNNK;No
DSL;No;Yes;Yes;Yes;Yes;Yes;5003-XZWWO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5006-MXVRN;No
DSL;Yes;Yes;Yes;Yes;Yes;No;5010-IPEAQ;No
DSL;No;No;Yes;Yes;No;No;5012-YSPJJ;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;5013-SBUIH;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5014-GSOUQ;No
Fiber optic;Yes;Yes;Yes;No;No;Yes;5014-WUQMG;No
DSL;No;No;Yes;No;No;No;5016-ETTFF;Yes
Fiber optic;No;Yes;Yes;No;No;No;5016-IBERQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5016-LIPDW;No
Fiber optic;No;No;No;No;Yes;No;5018-GWURO;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5018-HEKFO;No
DSL;Yes;No;No;Yes;No;Yes;5018-LXQQG;No
Fiber optic;No;No;No;No;Yes;No;5019-GQVCR;No
DSL;Yes;Yes;No;Yes;Yes;Yes;5020-ZSTTY;Yes
Fiber optic;No;No;No;Yes;No;No;5022-JNQEQ;No
Fiber optic;No;No;Yes;No;No;No;5022-KVDQT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5025-GOOKI;No
Fiber optic;No;No;No;No;No;No;5027-QPKTE;Yes
DSL;No;No;No;No;No;No;5027-XWQHA;Yes
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;5027-YOCXN;No
Fiber optic;No;No;No;No;No;No;5028-GZLDO;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5028-HTLJB;Yes
Fiber optic;No;No;No;No;No;No;5032-MIYKT;No
DSL;Yes;Yes;Yes;No;Yes;Yes;5032-USPKF;No
Fiber optic;No;Yes;No;No;No;No;5035-BVCXS;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;5035-PGZXH;No
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;5038-ETMLM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5039-LZRQT;No
Fiber optic;No;No;Yes;No;No;No;5043-TRZWM;No
Fiber optic;No;No;No;No;No;No;5044-LRQAQ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5044-XDPYX;No
DSL;Yes;No;Yes;No;No;Yes;5046-NUHWD;No
DSL;No;No;Yes;No;No;No;5047-LHVLY;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5049-GLYVG;Yes
DSL;Yes;No;No;Yes;Yes;Yes;5049-MUBWG;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;5052-PNLOS;Yes
Fiber optic;No;Yes;No;No;No;No;5054-IEXZT;Yes
Fiber optic;Yes;No;No;Yes;Yes;Yes;5055-BRMNE;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;5055-MGMGF;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;5056-FIMPT;No
DSL;No;No;Yes;No;Yes;Yes;5057-LCOUI;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5057-RKGLH;No
Fiber optic;No;Yes;No;Yes;No;No;5060-TQUQN;No
DSL;Yes;Yes;No;Yes;No;No;5061-PBXFW;No
DSL;No;Yes;Yes;No;No;No;5062-CJJKH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5063-IUOKK;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5066-GFJMM;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5067-DGXLL;No
DSL;Yes;Yes;No;No;No;No;5067-WJEUN;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;5067-XJQFU;No
DSL;Yes;No;No;No;No;No;5071-FBJFS;No
DSL;Yes;Yes;Yes;Yes;No;Yes;5073-RZGBK;No
DSL;No;Yes;No;No;Yes;Yes;5073-WXOYN;Yes
Fiber optic;No;No;Yes;Yes;Yes;Yes;5074-FBGHB;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5075-JSDKI;No
Fiber optic;No;No;No;No;No;Yes;5076-YVXCM;No
DSL;No;No;No;No;No;No;5077-DXTCG;Yes
DSL;No;Yes;No;Yes;No;Yes;5081-NWSUP;No
DSL;Yes;No;No;Yes;No;No;5084-OOVCJ;No
DSL;No;No;Yes;No;Yes;No;5087-SUURX;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5088-QZLRL;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;5089-IFSDP;Yes
Fiber optic;No;Yes;No;Yes;Yes;Yes;5090-EMGTC;No
Fiber optic;Yes;Yes;No;No;Yes;No;5091-HFAZW;No
DSL;Yes;No;No;Yes;No;No;5092-STPKP;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5093-FEGLU;No
Fiber optic;No;Yes;No;No;No;Yes;5095-AESKG;Yes
DSL;Yes;Yes;No;Yes;No;No;5095-ETBRJ;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;5099-BAILX;Yes
DSL;No;No;No;No;No;No;5103-MHMHY;Yes
Fiber optic;Yes;No;No;No;No;No;5108-ADXWO;Yes
DSL;Yes;No;Yes;No;Yes;Yes;5110-CHOPY;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;5115-GZDEL;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5115-SQAAU;No
Fiber optic;No;No;No;No;No;Yes;5117-IFGPS;No
DSL;Yes;Yes;Yes;Yes;Yes;Yes;5117-ZSMHQ;No
Fiber optic;No;Yes;No;Yes;Yes;Yes;5118-MUEYH;No
Fiber optic;No;No;No;No;Yes;Yes;5119-KEPFY;No
Fiber optic;No;No;No;No;No;No;5119-NZPTV;No
DSL;No;No;Yes;No;Yes;Yes;5120-ZBLAI;No
DSL;No;Yes;No;Yes;Yes;Yes;5122-CYFXA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5124-EOGYE;No
DSL;Yes;Yes;No;Yes;No;No;5125-CNDSP;No
DSL;No;No;Yes;Yes;No;Yes;5126-RCXYW;No
DSL;Yes;No;No;No;Yes;No;5127-BZENZ;No
DSL;Yes;Yes;No;Yes;Yes;Yes;5129-HHMZC;No
Fiber optic;Yes;No;Yes;Yes;Yes;Yes;5129-JLPIS;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;5130-IEKQT;Yes
DSL;Yes;Yes;Yes;No;Yes;No;5130-YPIRV;No
Fiber optic;No;Yes;Yes;No;Yes;No;5131-PONJI;No
DSL;No;No;No;No;No;No;5133-POWUA;No
DSL;Yes;No;No;No;No;No;5133-VRSAB;No
Fiber optic;No;No;No;No;No;No;5134-IKDAY;Yes
Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;5135-GRQJV;No
DSL;Yes;No;No;No;No;No;5135-RDDQL;No
Fiber optic;No;No;Yes;No;No;Yes;5136-GFPMB;No
Fiber optic;Yes;No;Yes;No;Yes;Yes;5136-KCKGI;Yes
DSL;No;Yes;No;Yes;Yes;No;5136-RGMZO;No
Fiber optic;Yes;No;No;No;Yes;Yes;5138-WVKYJ;Yes
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;5140-FOMCQ;No
Fiber optic;Yes;No;Yes;Yes;No;Yes;5141-ZUVBH;No
DSL;No;No;No;Yes;No;No;5143-EGQFK;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5143-WMWOG;Yes
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5144-PQCDZ;No
Fiber optic;No;No;No;No;Yes;Yes;5144-TVGLP;No
Fiber optic;No;Yes;No;No;No;No;5146-CBVOE;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5146-YYFRZ;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5148-HKFIR;No
DSL;Yes;Yes;Yes;Yes;No;Yes;5148-ORICT;No
Fiber optic;No;Yes;Yes;Yes;Yes;No;5149-CUZUJ;No
Fiber optic;Yes;Yes;Yes;Yes;No;No;5149-QYTTU;No
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;5149-TGWDZ;No
Fiber optic;No;No;No;No;Yes;Yes;5150-ITWWB;No
Fiber optic;Yes;No;Yes;No;Yes;No;5150-LJNSR;No
DSL;Yes;No;No;No;No;No;5151-HQRDG;No
Fiber optic;Yes;Yes;Yes;No;Yes;Yes;5153-LXKDT;No
Fiber optic;No;No;No;No;Yes;No;5153-RTHKF;No
DSL;Yes;No;Yes;Yes;Yes;Yes;5154-VEKBL;Yes
DSL;No;No;No;No;No;No;5155-AZQPB;No
DSL;No;Yes;No;No;No;No;5156-UMKOW;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5158-RIVOP;No
Fiber optic;No;No;Yes;No;No;No;5159-YFPKQ;Yes
DSL;No;No;No;No;No;No;5160-UXJED;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;5161-UBZXI;No
Fiber optic;No;No;Yes;Yes;Yes;No;5161-XEUVX;No
DSL;No;No;No;No;No;No;5167-GBFRE;Yes
Fiber optic;No;Yes;No;No;No;Yes;5167-ZFFMM;Yes
Fiber optic;No;Yes;Yes;Yes;Yes;Yes;5168-MQQCA;No
Fiber optic;No;No;Yes;No;Yes;Yes;5168-MSWXT;No
DSL;Yes;No;No;Yes;No;No;5170-PTRKA;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5171-EPLKN;No
DSL;No;No;No;Yes;No;Yes;5172-MIGPM;No
Fiber optic;Yes;Yes;No;Yes;Yes;Yes;5172-RKOCB;No
DSL;No;Yes;No;Yes;No;Yes;5173-WXOQV;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5173-ZXXXL;No
Fiber optic;No;Yes;Yes;No;Yes;Yes;5174-ITUMV;No
DSL;No;Yes;No;Yes;Yes;No;5174-RNGBH;Yes
DSL;No;No;No;No;No;No;5175-AOBHI;Yes
Fiber optic;No;Yes;No;No;No;No;5175-WLYXL;No
Fiber optic;No;Yes;No;No;No;No;5176-LDKUH;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5176-LMJXE;No
DSL;Yes;Yes;Yes;No;No;No;5176-OLSKT;No
No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;5177-RVZNU;No
